first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
684,480,480,Golett,Glameow,Glameow
542,657,542,Palkia,Joltik,Palkia
214,53,214,Murkrow,Parasect,Murkrow
284,10,284,Mega Swampert,Squirtle,Mega Swampert
688,575,575,Bouffalant,Panpour,Panpour
80,773,773,Tentacruel,Dedenne,Dedenne
8,104,8,Mega Charizard X,Onix,Mega Charizard X
337,332,337,Mega Medicham,Lairon,Mega Medicham
637,698,698,Gothorita,Larvesta,Larvesta
413,748,748,Metagross,Meowstic Female,Meowstic Female
454,329,454,Cranidos,Mawile,Cranidos
715,680,715,Keldeo Resolute Forme,Stunfisk,Keldeo Resolute Forme
43,745,745,Vulpix,Furfrou,Furfrou
31,446,31,Pikachu,Bibarel,Pikachu
177,751,751,Furret,Aegislash Blade Forme,Aegislash Blade Forme
209,439,209,Yanma,Piplup,Yanma
744,634,634,Pangoro,Minccino,Minccino
416,794,794,Regice,Yveltal,Yveltal
155,128,155,Mega Aerodactyl,Goldeen,Mega Aerodactyl
478,293,478,Mismagius,Dustox,Mismagius
615,465,465,Darumaka,Pachirisu,Pachirisu
356,44,44,Torkoal,Ninetales,Ninetales
39,120,120,Nidorino,Rhyhorn,Rhyhorn
129,278,129,Seaking,Combusken,Seaking
178,522,522,Hoothoot,Leafeon,Leafeon
620,772,620,Crustle,Hawlucha,Crustle
76,626,76,Bellsprout,Tirtouga,Bellsprout
433,744,744,Turtwig,Pangoro,Pangoro
228,368,368,Qwilfish,Zangoose,Zangoose
308,41,308,Surskit,Clefairy,Surskit
204,528,528,Skiploom,Mega Gallade,Mega Gallade
511,452,511,Abomasnow,Budew,Abomasnow
228,784,228,Qwilfish,Pumpkaboo Super Size,Qwilfish
785,18,785,Gourgeist Average Size,Kakuna,Gourgeist Average Size
797,297,797,Mega Diancie,Seedot,Mega Diancie
228,100,228,Qwilfish,Gastly,Qwilfish
612,757,612,Sandile,Inkay,Sandile
197,654,197,Mega Ampharos,Frillish,Mega Ampharos
400,483,483,Sealeo,Stunky,Stunky
261,227,261,Miltank,Granbull,Miltank
586,650,586,Gigalith,Karrablast,Gigalith
151,709,709,Omastar,Landorus Incarnate Forme,Landorus Incarnate Forme
190,650,650,Togepi,Karrablast,Karrablast
41,181,181,Clefairy,Ledian,Ledian
612,288,288,Sandile,Linoone,Linoone
199,531,531,Marill,Froslass,Froslass
756,165,165,Slurpuff,Mega Mewtwo Y,Mega Mewtwo Y
677,153,677,Cryogonal,Kabutops,Cryogonal
654,4,4,Frillish,Mega Venusaur,Mega Venusaur
494,477,477,Garchomp,Mega Lopunny,Mega Lopunny
184,418,184,Crobat,Latias,Crobat
526,775,526,Porygon-Z,Goomy,Porygon-Z
544,754,544,Regigigas,Aromatisse,Regigigas
41,572,572,Clefairy,Simisage,Simisage
533,130,533,Heat Rotom,Staryu,Heat Rotom
229,256,229,Scizor,Tyrogue,Scizor
659,651,651,Ferroseed,Escavalier,Escavalier
493,506,493,Gabite,Carnivine,Gabite
663,180,663,Klinklang,Ledyba,Klinklang
447,216,216,Kricketot,Misdreavus,Misdreavus
313,724,724,Vigoroth,Delphox,Delphox
632,324,632,Zorua,Nosepass,Zorua
451,632,451,Luxray,Zorua,Luxray
334,413,413,Mega Aggron,Metagross,Metagross
605,758,758,Whirlipede,Malamar,Malamar
577,635,635,Munna,Cinccino,Cinccino
249,172,249,Mega Houndoom,Typhlosion,Mega Houndoom
751,539,539,Aegislash Blade Forme,Mesprit,Mesprit
788,281,788,Gourgeist Super Size,Mudkip,Gourgeist Super Size
721,401,401,Chesnaught,Walrein,Walrein
437,787,437,Monferno,Gourgeist Large Size,Monferno
543,768,543,Heatran,Tyrantrum,Heatran
100,225,225,Gastly,Mega Steelix,Mega Steelix
578,283,283,Musharna,Swampert,Swampert
713,735,713,Kyurem White Kyurem,Vivillon,Kyurem White Kyurem
4,789,4,Mega Venusaur,Bergmite,Mega Venusaur
461,420,420,Wormadam Trash Cloak,Latios,Latios
542,449,542,Palkia,Shinx,Palkia
291,270,270,Beautifly,Lugia,Lugia
203,47,47,Hoppip,Zubat,Zubat
381,270,270,Armaldo,Lugia,Lugia
558,448,448,Tepig,Kricketune,Kricketune
380,523,380,Anorith,Glaceon,Anorith
297,350,350,Seedot,Mega Sharpedo,Mega Sharpedo
555,126,555,Snivy,Horsea,Snivy
213,758,758,Umbreon,Malamar,Malamar
307,465,307,Mega Gardevoir,Pachirisu,Mega Gardevoir
791,503,503,Noibat,Drapion,Drapion
162,293,162,Dragonite,Dustox,Dragonite
607,780,607,Cottonee,Trevenant,Cottonee
557,225,225,Serperior,Mega Steelix,Mega Steelix
279,122,279,Blaziken,Chansey,Blaziken
753,305,305,Spritzee,Kirlia,Kirlia
445,289,445,Bidoof,Wurmple,Bidoof
537,323,537,Mow Rotom,Azurill,Mow Rotom
716,91,716,Meloetta Aria Forme,  Farfetch'd  ,Meloetta Aria Forme
176,170,170,Sentret,Cyndaquil,Cyndaquil
550,351,550,Darkrai,Wailmer,Darkrai
360,384,384,Trapinch,Castform,Castform
500,81,500,Hippopotas,Geodude,Hippopotas
663,58,58,Klinklang,Meowth,Meowth
72,751,751,Mega Alakazam,Aegislash Blade Forme,Aegislash Blade Forme
205,547,205,Jumpluff,Cresselia,Jumpluff
121,167,167,Rhydon,Chikorita,Chikorita
470,310,310,Shellos,Shroomish,Shroomish
42,569,569,Clefable,Purrloin,Purrloin
316,320,316,Ninjask,Exploud,Ninjask
768,722,768,Tyrantrum,Fennekin,Tyrantrum
700,218,700,Cobalion,Wobbuffet,Cobalion
232,789,232,Heracross,Bergmite,Heracross
376,36,36,Baltoy,Nidorina,Nidorina
262,746,746,Blissey,Espurr,Espurr
781,756,756,Pumpkaboo Average Size,Slurpuff,Slurpuff
326,588,588,Delcatty,Swoobat,Swoobat
416,89,416,Regice,Magnemite,Regice
379,376,376,Cradily,Baltoy,Baltoy
722,590,590,Fennekin,Excadrill,Excadrill
366,758,366,Altaria,Malamar,Altaria
140,467,467,Magikarp,Floatzel,Floatzel
673,683,673,Fraxure,Druddigon,Fraxure
282,474,474,Marshtomp,Drifblim,Drifblim
401,151,401,Walrein,Omastar,Walrein
576,193,576,Simipour,Xatu,Simipour
737,197,737,Pyroar,Mega Ampharos,Pyroar
162,719,162,Dragonite,Chespin,Dragonite
293,73,293,Dustox,Machop,Dustox
548,700,700,Phione,Cobalion,Cobalion
364,167,364,Cacturne,Chikorita,Cacturne
237,93,93,Slugma,Dodrio,Dodrio
601,713,713,Sewaddle,Kyurem White Kyurem,Kyurem White Kyurem
770,107,770,Aurorus,Krabby,Aurorus
584,128,128,Roggenrola,Goldeen,Goldeen
320,238,320,Exploud,Magcargo,Exploud
296,93,93,Ludicolo,Dodrio,Dodrio
774,710,710,Carbink,Landorus Therian Forme,Landorus Therian Forme
340,417,340,Mega Manectric,Registeel,Mega Manectric
517,298,298,Tangrowth,Nuzleaf,Nuzleaf
654,713,713,Frillish,Kyurem White Kyurem,Kyurem White Kyurem
476,353,476,Lopunny,Numel,Lopunny
769,71,71,Amaura,Alakazam,Alakazam
379,799,799,Cradily,Hoopa Unbound,Hoopa Unbound
694,133,694,Durant,Scyther,Durant
290,324,324,Silcoon,Nosepass,Nosepass
400,458,400,Sealeo,Burmy,Sealeo
76,350,350,Bellsprout,Mega Sharpedo,Mega Sharpedo
559,729,729,Pignite,Diggersby,Diggersby
753,329,329,Spritzee,Mawile,Mawile
38,200,200,Nidoran♂,Azumarill,Azumarill
124,509,124,Kangaskhan,Mantyke,Kangaskhan
195,54,54,Flaaffy,Venonat,Venonat
595,548,548,Conkeldurr,Phione,Phione
158,306,158,Zapdos,Gardevoir,Zapdos
692,401,692,Mandibuzz,Walrein,Mandibuzz
105,497,497,Drowzee,Riolu,Riolu
8,26,8,Mega Charizard X,Raticate,Mega Charizard X
507,29,507,Finneon,Ekans,Finneon
215,598,598,Slowking,Seismitoad,Seismitoad
476,327,327,Lopunny,Sableye,Sableye
279,18,279,Blaziken,Kakuna,Blaziken
161,738,738,Dragonair,Flabébé,Flabébé
495,87,495,Mega Garchomp,Slowbro,Mega Garchomp
99,319,99,Cloyster,Loudred,Cloyster
39,251,39,Nidorino,Phanpy,Nidorino
312,151,151,Slakoth,Omastar,Omastar
599,483,483,Throh,Stunky,Stunky
383,305,383,Milotic,Kirlia,Milotic
179,597,179,Noctowl,Palpitoad,Noctowl
339,616,339,Manectric,Darmanitan Standard Mode,Manectric
486,279,279,Bronzong,Blaziken,Blaziken
541,526,526,Dialga,Porygon-Z,Porygon-Z
638,550,550,Gothitelle,Darkrai,Darkrai
333,85,85,Aggron,Rapidash,Rapidash
296,289,296,Ludicolo,Wurmple,Ludicolo
225,303,303,Mega Steelix,Pelipper,Pelipper
595,60,60,Conkeldurr,Psyduck,Psyduck
706,356,706,Thundurus Therian Forme,Torkoal,Thundurus Therian Forme
543,113,543,Heatran,Cubone,Heatran
453,677,677,Roserade,Cryogonal,Cryogonal
169,710,710,Meganium,Landorus Therian Forme,Landorus Therian Forme
692,664,692,Mandibuzz,Tynamo,Mandibuzz
516,148,148,Rhyperior,Flareon,Flareon
125,182,125,Mega Kangaskhan,Spinarak,Mega Kangaskhan
405,161,161,Relicanth,Dragonair,Dragonair
238,208,208,Magcargo,Sunflora,Sunflora
228,215,228,Qwilfish,Slowking,Qwilfish
403,163,163,Huntail,Mewtwo,Mewtwo
567,634,634,Herdier,Minccino,Minccino
585,315,585,Boldore,Nincada,Boldore
266,371,371,Larvitar,Solrock,Solrock
645,528,528,Vanillish,Mega Gallade,Mega Gallade
300,389,389,Taillow,Duskull,Duskull
433,401,401,Turtwig,Walrein,Walrein
203,735,735,Hoppip,Vivillon,Vivillon
741,281,741,Skiddo,Mudkip,Skiddo
170,169,169,Cyndaquil,Meganium,Meganium
528,118,528,Mega Gallade,Koffing,Mega Gallade
620,263,263,Crustle,Raikou,Raikou
1,215,1,Bulbasaur,Slowking,Bulbasaur
195,166,166,Flaaffy,Mew,Mew
779,484,484,Phantump,Skuntank,Skuntank
472,176,472,Ambipom,Sentret,Ambipom
477,351,477,Mega Lopunny,Wailmer,Mega Lopunny
685,295,685,Golurk,Lombre,Golurk
202,430,430,Politoed,DeoxysAttack Forme,DeoxysAttack Forme
573,457,457,Pansear,Bastiodon,Bastiodon
447,41,41,Kricketot,Clefairy,Clefairy
54,690,690,Venonat,Braviary,Braviary
218,703,703,Wobbuffet,Tornadus Incarnate Forme,Tornadus Incarnate Forme
82,385,385,Graveler,Kecleon,Kecleon
41,417,417,Clefairy,Registeel,Registeel
584,718,718,Roggenrola,Genesect,Genesect
699,482,699,Volcarona,Chingling,Volcarona
779,652,779,Phantump,Foongus,Phantump
163,776,163,Mewtwo,Sliggoo,Mewtwo
361,325,361,Vibrava,Skitty,Vibrava
661,486,486,Klink,Bronzong,Bronzong
292,410,410,Cascoon,Mega Salamence,Mega Salamence
620,298,298,Crustle,Nuzleaf,Nuzleaf
77,472,472,Weepinbell,Ambipom,Ambipom
142,533,533,Mega Gyarados,Heat Rotom,Heat Rotom
601,525,525,Sewaddle,Mamoswine,Mamoswine
592,186,186,Mega Audino,Lanturn,Lanturn
135,304,135,Electabuzz,Ralts,Electabuzz
232,350,350,Heracross,Mega Sharpedo,Mega Sharpedo
136,281,136,Magmar,Mudkip,Magmar
122,337,337,Chansey,Mega Medicham,Mega Medicham
477,527,477,Mega Lopunny,Gallade,Mega Lopunny
536,588,588,Fan Rotom,Swoobat,Swoobat
344,221,221,Illumise,Forretress,Forretress
96,402,402,Grimer,Clamperl,Clamperl
266,692,692,Larvitar,Mandibuzz,Mandibuzz
536,523,536,Fan Rotom,Glaceon,Fan Rotom
432,408,432,Deoxys Speed Forme,Shelgon,Deoxys Speed Forme
164,55,164,Mega Mewtwo X,Venomoth,Mega Mewtwo X
659,743,743,Ferroseed,Pancham,Pancham
728,492,728,Bunnelby,Gible,Bunnelby
507,470,507,Finneon,Shellos,Finneon
269,393,393,Mega Tyranitar,Absol,Absol
459,478,478,Wormadam Plant Cloak,Mismagius,Mismagius
335,237,335,Meditite,Slugma,Meditite
119,444,444,Weezing,Staraptor,Staraptor
428,342,428,Jirachi,Minun,Jirachi
765,306,306,Helioptile,Gardevoir,Gardevoir
738,617,617,Flabébé,Darmanitan Zen Mode,Darmanitan Zen Mode
693,594,693,Heatmor,Gurdurr,Heatmor
389,714,714,Duskull,Keldeo Ordinary Forme,Keldeo Ordinary Forme
443,735,735,Staravia,Vivillon,Vivillon
350,270,270,Mega Sharpedo,Lugia,Lugia
355,521,521,Mega Camerupt,Yanmega,Yanmega
234,656,234,Sneasel,Alomomola,Sneasel
356,370,370,Torkoal,Lunatone,Lunatone
74,25,25,Machoke,Rattata,Rattata
660,786,660,Ferrothorn,Gourgeist Small Size,Ferrothorn
388,39,388,Mega Banette,Nidorino,Mega Banette
141,335,141,Gyarados,Meditite,Gyarados
57,379,57,Dugtrio,Cradily,Dugtrio
334,421,421,Mega Aggron,Mega Latios,Mega Latios
297,268,268,Seedot,Tyranitar,Tyranitar
712,695,712,Kyurem Black Kyurem,Deino,Kyurem Black Kyurem
125,303,125,Mega Kangaskhan,Pelipper,Mega Kangaskhan
259,201,201,Elekid,Sudowoodo,Sudowoodo
211,538,538,Quagsire,Uxie,Uxie
337,405,337,Mega Medicham,Relicanth,Mega Medicham
74,424,424,Machoke,Groudon,Groudon
728,242,242,Bunnelby,Remoraid,Remoraid
715,688,715,Keldeo Resolute Forme,Bouffalant,Keldeo Resolute Forme
347,298,298,Swalot,Nuzleaf,Nuzleaf
276,29,276,Mega Sceptile,Ekans,Mega Sceptile
325,202,202,Skitty,Politoed,Politoed
221,245,245,Forretress,Mantine,Mantine
531,478,478,Froslass,Mismagius,Mismagius
785,97,785,Gourgeist Average Size,Muk,Gourgeist Average Size
714,530,714,Keldeo Ordinary Forme,Dusknoir,Keldeo Ordinary Forme
474,657,474,Drifblim,Joltik,Drifblim
93,596,93,Dodrio,Tympole,Dodrio
569,342,342,Purrloin,Minun,Minun
622,604,622,Scrafty,Venipede,Scrafty
748,32,32,Meowstic Female,Raichu,Raichu
754,129,129,Aromatisse,Seaking,Seaking
252,704,704,Donphan,Tornadus Therian Forme,Tornadus Therian Forme
397,537,537,Glalie,Mow Rotom,Mow Rotom
36,589,589,Nidorina,Drilbur,Drilbur
541,703,703,Dialga,Tornadus Incarnate Forme,Tornadus Incarnate Forme
471,600,600,Gastrodon,Sawk,Sawk
680,382,680,Stunfisk,Feebas,Stunfisk
86,492,492,Slowpoke,Gible,Gible
489,264,264,Happiny,Entei,Entei
389,263,263,Duskull,Raikou,Raikou
59,150,59,Persian,Omanyte,Persian
449,93,93,Shinx,Dodrio,Dodrio
364,151,151,Cacturne,Omastar,Omastar
299,163,163,Shiftry,Mewtwo,Mewtwo
141,31,31,Gyarados,Pikachu,Pikachu
582,641,582,Blitzle,Reuniclus,Blitzle
526,51,526,Porygon-Z,Vileplume,Porygon-Z
634,503,503,Minccino,Drapion,Drapion
519,490,490,Magmortar,Chatot,Chatot
438,488,438,Infernape,Mime Jr.,Infernape
427,530,427,Mega Rayquaza,Dusknoir,Mega Rayquaza
313,603,603,Vigoroth,Leavanny,Leavanny
547,537,537,Cresselia,Mow Rotom,Mow Rotom
24,123,24,Mega Pidgeot,Tangela,Mega Pidgeot
69,4,69,Abra,Mega Venusaur,Abra
392,50,392,Chimecho,Gloom,Chimecho
371,426,426,Solrock,Rayquaza,Rayquaza
67,516,516,Poliwhirl,Rhyperior,Rhyperior
554,439,554,Victini,Piplup,Victini
610,637,610,Lilligant,Gothorita,Lilligant
685,724,685,Golurk,Delphox,Golurk
366,509,366,Altaria,Mantyke,Altaria
699,732,732,Volcarona,Talonflame,Talonflame
528,235,528,Mega Gallade,Teddiursa,Mega Gallade
104,457,104,Onix,Bastiodon,Onix
692,684,692,Mandibuzz,Golett,Mandibuzz
106,627,106,Hypno,Carracosta,Hypno
285,392,285,Poochyena,Chimecho,Poochyena
68,235,68,Poliwrath,Teddiursa,Poliwrath
674,331,674,Haxorus,Aron,Haxorus
162,511,162,Dragonite,Abomasnow,Dragonite
278,795,795,Combusken,Zygarde Half Forme,Zygarde Half Forme
675,218,675,Cubchoo,Wobbuffet,Cubchoo
359,272,272,Spinda,Celebi,Celebi
431,537,431,Deoxys Defense Forme,Mow Rotom,Deoxys Defense Forme
470,363,363,Shellos,Cacnea,Cacnea
140,27,140,Magikarp,Spearow,Magikarp
725,529,725,Froakie,Probopass,Froakie
290,544,544,Silcoon,Regigigas,Regigigas
370,121,121,Lunatone,Rhydon,Rhydon
608,350,608,Whimsicott,Mega Sharpedo,Whimsicott
561,186,186,Oshawott,Lanturn,Lanturn
356,620,620,Torkoal,Crustle,Crustle
380,64,380,Anorith,Growlithe,Anorith
587,660,660,Woobat,Ferrothorn,Ferrothorn
123,453,453,Tangela,Roserade,Roserade
309,35,309,Masquerain,Nidoran♀,Masquerain
752,533,533,Aegislash Shield Forme,Heat Rotom,Heat Rotom
42,673,673,Clefable,Fraxure,Fraxure
630,70,70,Trubbish,Kadabra,Kadabra
59,595,595,Persian,Conkeldurr,Conkeldurr
19,295,19,Beedrill,Lombre,Beedrill
471,455,455,Gastrodon,Rampardos,Rampardos
158,660,660,Zapdos,Ferrothorn,Ferrothorn
542,597,542,Palkia,Palpitoad,Palkia
620,594,620,Crustle,Gurdurr,Crustle
58,47,58,Meowth,Zubat,Meowth
763,354,763,Clauncher,Camerupt,Clauncher
54,267,267,Venonat,Pupitar,Pupitar
279,526,526,Blaziken,Porygon-Z,Porygon-Z
665,717,717,Eelektrik,Meloetta Pirouette Forme,Meloetta Pirouette Forme
637,665,637,Gothorita,Eelektrik,Gothorita
723,115,115,Braixen,Hitmonlee,Hitmonlee
370,280,280,Lunatone,Mega Blaziken,Mega Blaziken
290,751,751,Silcoon,Aegislash Blade Forme,Aegislash Blade Forme
356,512,512,Torkoal,Mega Abomasnow,Mega Abomasnow
213,58,58,Umbreon,Meowth,Meowth
272,444,444,Celebi,Staraptor,Staraptor
688,751,751,Bouffalant,Aegislash Blade Forme,Aegislash Blade Forme
716,538,538,Meloetta Aria Forme,Uxie,Uxie
721,455,721,Chesnaught,Rampardos,Chesnaught
652,193,193,Foongus,Xatu,Xatu
480,649,649,Glameow,Emolga,Emolga
361,235,361,Vibrava,Teddiursa,Vibrava
338,241,338,Electrike,Corsola,Electrike
95,21,95,Dewgong,Pidgey,Dewgong
85,160,85,Rapidash,Dratini,Rapidash
762,150,762,Dragalge,Omanyte,Dragalge
121,698,698,Rhydon,Larvesta,Larvesta
350,233,350,Mega Sharpedo,Mega Heracross,Mega Sharpedo
796,768,768,Diancie,Tyrantrum,Tyrantrum
162,439,162,Dragonite,Piplup,Dragonite
152,763,152,Kabuto,Clauncher,Kabuto
712,468,712,Kyurem Black Kyurem,Cherubi,Kyurem Black Kyurem
606,91,606,  Scolipede  ,  Farfetch'd  ,  Scolipede  
468,139,139,Cherubi,Tauros,Tauros
38,469,469,Nidoran♂,Cherrim,Cherrim
70,281,70,Kadabra,Mudkip,Kadabra
111,342,342,Exeggcute,Minun,Minun
558,531,531,Tepig,Froslass,Froslass
237,563,563,Slugma,Samurott,Samurott
134,635,635,Jynx,Cinccino,Cinccino
145,795,795,Eevee,Zygarde Half Forme,Zygarde Half Forme
59,252,59,Persian,Donphan,Persian
343,733,343,Volbeat,Scatterbug,Volbeat
451,786,786,Luxray,Gourgeist Small Size,Gourgeist Small Size
464,390,464,Vespiquen,Dusclops,Vespiquen
152,216,216,Kabuto,Misdreavus,Misdreavus
476,447,476,Lopunny,Kricketot,Lopunny
256,259,259,Tyrogue,Elekid,Elekid
697,146,697,Hydreigon,Vaporeon,Hydreigon
761,18,18,Skrelp,Kakuna,Kakuna
756,437,437,Slurpuff,Monferno,Monferno
800,26,26,Volcanion,Raticate,Raticate
467,789,467,Floatzel,Bergmite,Floatzel
201,637,637,Sudowoodo,Gothorita,Gothorita
507,488,507,Finneon,Mime Jr.,Finneon
596,152,596,Tympole,Kabuto,Tympole
465,506,506,Pachirisu,Carnivine,Carnivine
563,180,563,Samurott,Ledyba,Samurott
699,788,699,Volcarona,Gourgeist Super Size,Volcarona
523,132,132,Glaceon,Mr. Mime,Mr. Mime
215,752,752,Slowking,Aegislash Shield Forme,Aegislash Shield Forme
82,533,533,Graveler,Heat Rotom,Heat Rotom
733,696,696,Scatterbug,Zweilous,Zweilous
26,437,26,Raticate,Monferno,Raticate
622,390,622,Scrafty,Dusclops,Scrafty
613,596,613,Krokorok,Tympole,Krokorok
759,591,591,Binacle,Audino,Audino
388,3,3,Mega Banette,Venusaur,Venusaur
544,496,544,Regigigas,Munchlax,Regigigas
620,329,329,Crustle,Mawile,Mawile
716,244,716,Meloetta Aria Forme,Delibird,Meloetta Aria Forme
346,115,115,Gulpin,Hitmonlee,Hitmonlee
179,191,179,Noctowl,Togetic,Noctowl
108,367,367,Kingler,Mega Altaria,Mega Altaria
661,558,558,Klink,Tepig,Tepig
275,332,332,Sceptile,Lairon,Lairon
422,795,795,Kyogre,Zygarde Half Forme,Zygarde Half Forme
635,703,635,Cinccino,Tornadus Incarnate Forme,Cinccino
498,290,498,Lucario,Silcoon,Lucario
421,754,754,Mega Latios,Aromatisse,Aromatisse
121,166,166,Rhydon,Mew,Mew
576,595,576,Simipour,Conkeldurr,Simipour
414,198,414,Mega Metagross,Bellossom,Mega Metagross
760,734,760,Barbaracle,Spewpa,Barbaracle
559,411,559,Pignite,Beldum,Pignite
83,754,83,Golem,Aromatisse,Golem
668,387,387,Beheeyem,Banette,Banette
309,729,309,Masquerain,Diggersby,Masquerain
21,650,650,Pidgey,Karrablast,Karrablast
709,116,709,Landorus Incarnate Forme,Hitmonchan,Landorus Incarnate Forme
718,488,718,Genesect,Mime Jr.,Genesect
739,569,569,Floette,Purrloin,Purrloin
289,729,729,Wurmple,Diggersby,Diggersby
590,11,590,Excadrill,Wartortle,Excadrill
218,539,539,Wobbuffet,Mesprit,Mesprit
5,598,598,Charmander,Seismitoad,Seismitoad
495,75,495,Mega Garchomp,Machamp,Mega Garchomp
238,709,709,Magcargo,Landorus Incarnate Forme,Landorus Incarnate Forme
361,383,383,Vibrava,Milotic,Milotic
395,219,219,Wynaut,Girafarig,Girafarig
287,554,554,Zigzagoon,Victini,Victini
270,20,20,Lugia,Mega Beedrill,Mega Beedrill
402,321,402,Clamperl,Makuhita,Clamperl
704,290,704,Tornadus Therian Forme,Silcoon,Tornadus Therian Forme
540,599,540,Azelf,Throh,Azelf
740,724,724,Florges,Delphox,Delphox
140,745,745,Magikarp,Furfrou,Furfrou
8,424,8,Mega Charizard X,Groudon,Mega Charizard X
752,385,385,Aegislash Shield Forme,Kecleon,Kecleon
698,628,628,Larvesta,Archen,Archen
784,584,784,Pumpkaboo Super Size,Roggenrola,Pumpkaboo Super Size
181,170,181,Ledian,Cyndaquil,Ledian
31,350,350,Pikachu,Mega Sharpedo,Mega Sharpedo
681,397,397,Mienfoo,Glalie,Glalie
677,667,677,Cryogonal,Elgyem,Cryogonal
51,230,230,Vileplume,Mega Scizor,Mega Scizor
210,787,787,Wooper,Gourgeist Large Size,Gourgeist Large Size
444,335,444,Staraptor,Meditite,Staraptor
129,273,273,Seaking,Treecko,Treecko
197,678,197,Mega Ampharos,Shelmet,Mega Ampharos
648,600,648,Sawsbuck,Sawk,Sawsbuck
534,427,427,Wash Rotom,Mega Rayquaza,Mega Rayquaza
529,74,74,Probopass,Machoke,Machoke
693,474,474,Heatmor,Drifblim,Drifblim
299,644,299,Shiftry,Vanillite,Shiftry
720,578,720,Quilladin,Musharna,Quilladin
250,675,250,Kingdra,Cubchoo,Kingdra
120,462,462,Rhyhorn,Mothim,Mothim
608,535,608,Whimsicott,Frost Rotom,Whimsicott
480,94,480,Glameow,Seel,Glameow
779,179,179,Phantump,Noctowl,Noctowl
189,679,679,Igglybuff,Accelgor,Accelgor
225,174,174,Mega Steelix,Croconaw,Croconaw
400,87,400,Sealeo,Slowbro,Sealeo
130,545,545,Staryu,Giratina Altered Forme,Giratina Altered Forme
327,91,91,Sableye,  Farfetch'd  ,  Farfetch'd  
653,204,204,Amoonguss,Skiploom,Skiploom
309,491,309,Masquerain,Spiritomb,Masquerain
502,38,502,Skorupi,Nidoran♂,Skorupi
565,153,153,Watchog,Kabutops,Kabutops
137,63,63,Pinsir,,
369,641,369,Seviper,Reuniclus,Seviper
487,313,313,Bonsly,Vigoroth,Vigoroth
691,396,691,Vullaby,Snorunt,Vullaby
639,555,555,Solosis,Snivy,Snivy
484,9,9,Skuntank,Mega Charizard Y,Mega Charizard Y
321,558,558,Makuhita,Tepig,Tepig
356,725,725,Torkoal,Froakie,Froakie
689,555,555,Rufflet,Snivy,Snivy
60,438,438,Psyduck,Infernape,Infernape
60,626,60,Psyduck,Tirtouga,Psyduck
611,268,611,Basculin,Tyranitar,Basculin
120,438,438,Rhyhorn,Infernape,Infernape
741,607,607,Skiddo,Cottonee,Cottonee
208,615,615,Sunflora,Darumaka,Darumaka
89,623,623,Magnemite,Sigilyph,Sigilyph
487,331,331,Bonsly,Aron,Aron
157,331,331,Articuno,Aron,Aron
203,254,254,Hoppip,Stantler,Stantler
474,716,716,Drifblim,Meloetta Aria Forme,Meloetta Aria Forme
675,770,770,Cubchoo,Aurorus,Aurorus
727,265,727,Greninja,Suicune,Greninja
333,637,637,Aggron,Gothorita,Gothorita
210,43,210,Wooper,Vulpix,Wooper
333,119,119,Aggron,Weezing,Weezing
727,453,727,Greninja,Roserade,Greninja
475,239,475,Buneary,Swinub,Buneary
228,29,228,Qwilfish,Ekans,Qwilfish
747,243,747,Meowstic Male,Octillery,Meowstic Male
14,175,175,Caterpie,Feraligatr,Feraligatr
390,58,58,Dusclops,Meowth,Meowth
586,516,516,Gigalith,Rhyperior,Rhyperior
353,605,605,Numel,Whirlipede,Whirlipede
168,147,147,Bayleef,Jolteon,Jolteon
289,747,747,Wurmple,Meowstic Male,Meowstic Male
661,21,21,Klink,Pidgey,Pidgey
76,426,426,Bellsprout,Rayquaza,Rayquaza
646,137,137,Vanilluxe,Pinsir,Pinsir
377,48,48,Claydol,Golbat,Golbat
710,680,710,Landorus Therian Forme,Stunfisk,Landorus Therian Forme
665,318,665,Eelektrik,Whismur,Eelektrik
588,553,553,Swoobat,Arceus,Arceus
726,410,410,Frogadier,Mega Salamence,Mega Salamence
430,231,430,DeoxysAttack Forme,Shuckle,DeoxysAttack Forme
198,698,698,Bellossom,Larvesta,Larvesta
150,712,712,Omanyte,Kyurem Black Kyurem,Kyurem Black Kyurem
462,770,462,Mothim,Aurorus,Mothim
445,716,716,Bidoof,Meloetta Aria Forme,Meloetta Aria Forme
47,494,47,Zubat,Garchomp,Zubat
653,630,630,Amoonguss,Trubbish,Trubbish
239,559,559,Swinub,Pignite,Pignite
731,344,344,Fletchinder,Illumise,Illumise
407,271,271,Bagon,Ho-oh,Ho-oh
792,672,792,Noivern,Axew,Noivern
82,483,483,Graveler,Stunky,Stunky
157,675,157,Articuno,Cubchoo,Articuno
733,148,148,Scatterbug,Flareon,Flareon
195,121,121,Flaaffy,Rhydon,Rhydon
146,468,146,Vaporeon,Cherubi,Vaporeon
690,458,690,Braviary,Burmy,Braviary
381,605,605,Armaldo,Whirlipede,Whirlipede
515,286,286,Lickilicky,Mightyena,Mightyena
376,721,721,Baltoy,Chesnaught,Chesnaught
141,421,421,Gyarados,Mega Latios,Mega Latios
365,65,65,Swablu,Arcanine,Arcanine
447,399,399,Kricketot,Spheal,Spheal
60,647,647,Psyduck,Deerling,Deerling
319,648,648,Loudred,Sawsbuck,Sawsbuck
673,473,473,Fraxure,Drifloon,Drifloon
